Index,Notes (radial),Notes (scalar),PC Set,Prime Form,Forte class,Accidents,1,2,3,4,5,6
221001,Db C# B# En Fb Gb An,C# Db En Fb Gb An B#,1104469,01469,5-32,"(0, 2, 2, 1, 0, 0, 1)",1,1,3,2,2,1
221002,Db C# B# En Fb Gb A#,C# Db En Fb Gb A# B#,110446A,02368,5-28,"(0, 2, 2, 1, 0, 0, 2)",1,2,2,2,1,2
221010,Db C# B# En Fb Gn Ab,C# Db En Fb Gn Ab B#,1104478,01478,5-22,"(0, 2, 2, 1, 0, 1, 0)",2,0,2,3,2,1
221011,Db C# B# En Fb Gn An,C# Db En Fb Gn An B#,1104479,01469,5-32,"(0, 2, 2, 1, 0, 1, 1)",1,1,3,2,2,1
221012,Db C# B# En Fb Gn A#,C# Db En Fb Gn A# B#,110447A,01369,5-31,"(0, 2, 2, 1, 0, 1, 2)",1,1,4,1,1,2
221020,Db C# B# En Fb G# Ab,C# Db En Fb G# Ab B#,1104488,0148,4-19,"(0, 2, 2, 1, 0, 2, 0)",1,0,1,3,1,0
221021,Db C# B# En Fb G# An,C# Db En Fb G# An B#,1104489,01458,5-21,"(0, 2, 2, 1, 0, 2, 1)",2,0,2,4,2,0
221022,Db C# B# En Fb G# A#,C# Db En Fb G# A# B#,110448A,02458,5-26,"(0, 2, 2, 1, 0, 2, 2)",1,2,2,3,1,1
221100,Db C# B# En Fn Gb Ab,C# Db En Fn Gb Ab B#,1104568,014568,6-16,"(0, 2, 2, 1, 1, 0, 0)",3,2,2,4,3,1
221101,Db C# B# En Fn Gb An,C# Db En Fn Gb An B#,1104569,012569,6-44,"(0, 2, 2, 1, 1, 0, 1)",3,1,3,4,3,1
221102,Db C# B# En Fn Gb A#,C# Db En Fn Gb A# B#,110456A,012568,6-43,"(0, 2, 2, 1, 1, 0, 2)",3,2,2,3,3,2
221110,Db C# B# En Fn Gn Ab,C# Db En Fn Gn Ab B#,1104578,013478,6-19,"(0, 2, 2, 1, 1, 1, 0)",3,1,3,4,3,1
221111,Db C# B# En Fn Gn An,C# Db En Fn Gn An B#,1104579,013589,6-31,"(0, 2, 2, 1, 1, 1, 1)",2,2,3,4,3,1
221112,Db C# B# En Fn Gn A#,C# Db En Fn Gn A# B#,110457A,013689,6-29,"(0, 2, 2, 1, 1, 1, 2)",2,2,4,2,3,2
221120,Db C# B# En Fn G# Ab,C# Db En Fn G# Ab B#,1104588,01458,5-21,"(0, 2, 2, 1, 1, 2, 0)",2,0,2,4,2,0
221121,Db C# B# En Fn G# An,C# Db En Fn G# An B#,1104589,014589,6-20,"(0, 2, 2, 1, 1, 2, 1)",3,0,3,6,3,0
221122,Db C# B# En Fn G# A#,C# Db En Fn G# A# B#,110458A,013589,6-31,"(0, 2, 2, 1, 1, 2, 2)",2,2,3,4,3,1
221200,Db C# B# En F# Gb Ab,C# Db En F# Gb Ab B#,1104668,01468,5-30,"(0, 2, 2, 1, 2, 0, 0)",1,2,1,3,2,1
221201,Db C# B# En F# Gb An,C# Db En F# Gb An B#,1104669,01469,5-32,"(0, 2, 2, 1, 2, 0, 1)",1,1,3,2,2,1
221202,Db C# B# En F# Gb A#,C# Db En F# Gb A# B#,110466A,02368,5-28,"(0, 2, 2, 1, 2, 0, 2)",1,2,2,2,1,2
221210,Db C# B# En F# Gn Ab,C# Db En F# Gn Ab B#,1104678,012478,6-17,"(0, 2, 2, 1, 2, 1, 0)",3,2,2,3,3,2
221211,Db C# B# En F# Gn An,C# Db En F# Gn An B#,1104679,014679,6-50,"(0, 2, 2, 1, 2, 1, 1)",2,2,4,2,3,2
221212,Db C# B# En F# Gn A#,C# Db En F# Gn A# B#,110467A,013679,6-30,"(0, 2, 2, 1, 2, 1, 2)",2,2,4,2,2,3
221220,Db C# B# En F# G# Ab,C# Db En F# G# Ab B#,1104688,01468,5-30,"(0, 2, 2, 1, 2, 2, 0)",1,2,1,3,2,1
221221,Db C# B# En F# G# An,C# Db En F# G# An B#,1104689,013589,6-31,"(0, 2, 2, 1, 2, 2, 1)",2,2,3,4,3,1
221222,Db C# B# En F# G# A#,C# Db En F# G# A# B#,110468A,013579,6-34,"(0, 2, 2, 1, 2, 2, 2)",1,4,2,4,2,2
222000,Db C# B# E# Fb Gb Ab,C# Db E# Fb Gb Ab B#,1105468,014568,6-16,"(0, 2, 2, 2, 0, 0, 0)",3,2,2,4,3,1
222001,Db C# B# E# Fb Gb An,C# Db E# Fb Gb An B#,1105469,012569,6-44,"(0, 2, 2, 2, 0, 0, 1)",3,1,3,4,3,1
222002,Db C# B# E# Fb Gb A#,C# Db E# Fb Gb A# B#,110546A,012568,6-43,"(0, 2, 2, 2, 0, 0, 2)",3,2,2,3,3,2
222010,Db C# B# E# Fb Gn Ab,C# Db E# Fb Gn Ab B#,1105478,013478,6-19,"(0, 2, 2, 2, 0, 1, 0)",3,1,3,4,3,1
222011,Db C# B# E# Fb Gn An,C# Db E# Fb Gn An B#,1105479,013589,6-31,"(0, 2, 2, 2, 0, 1, 1)",2,2,3,4,3,1
222012,Db C# B# E# Fb Gn A#,C# Db E# Fb Gn A# B#,110547A,013689,6-29,"(0, 2, 2, 2, 0, 1, 2)",2,2,4,2,3,2
222020,Db C# B# E# Fb G# Ab,C# Db E# Fb G# Ab B#,1105488,01458,5-21,"(0, 2, 2, 2, 0, 2, 0)",2,0,2,4,2,0
222021,Db C# B# E# Fb G# An,C# Db E# Fb G# An B#,1105489,014589,6-20,"(0, 2, 2, 2, 0, 2, 1)",3,0,3,6,3,0
222022,Db C# B# E# Fb G# A#,C# Db E# Fb G# A# B#,110548A,013589,6-31,"(0, 2, 2, 2, 0, 2, 2)",2,2,3,4,3,1
222100,Db C# B# E# Fn Gb Ab,C# Db E# Fn Gb Ab B#,1105568,01378,5-20,"(0, 2, 2, 2, 1, 0, 0)",2,1,1,2,3,1
222101,Db C# B# E# Fn Gb An,C# Db E# Fn Gb An B#,1105569,01478,5-22,"(0, 2, 2, 2, 1, 0, 1)",2,0,2,3,2,1
222102,Db C# B# E# Fn Gb A#,C# Db E# Fn Gb A# B#,110556A,01378,5-20,"(0, 2, 2, 2, 1, 0, 2)",2,1,1,2,3,1
222110,Db C# B# E# Fn Gn Ab,C# Db E# Fn Gn Ab B#,1105578,01378,5-20,"(0, 2, 2, 2, 1, 1, 0)",2,1,1,2,3,1
222111,Db C# B# E# Fn Gn An,C# Db E# Fn Gn An B#,1105579,01468,5-30,"(0, 2, 2, 2, 1, 1, 1)",1,2,1,3,2,1
222112,Db C# B# E# Fn Gn A#,C# Db E# Fn Gn A# B#,110557A,01368,5-29,"(0, 2, 2, 2, 1, 1, 2)",1,2,2,1,3,1
222120,Db C# B# E# Fn G# Ab,C# Db E# Fn G# Ab B#,1105588,0158,4-20,"(0, 2, 2, 2, 1, 2, 0)",1,0,1,2,2,0
222121,Db C# B# E# Fn G# An,C# Db E# Fn G# An B#,1105589,01458,5-21,"(0, 2, 2, 2, 1, 2, 1)",2,0,2,4,2,0
222122,Db C# B# E# Fn G# A#,C# Db E# Fn G# A# B#,110558A,01358,5-27,"(0, 2, 2, 2, 1, 2, 2)",1,2,2,2,3,0
222200,Db C# B# E# F# Gb Ab,C# Db E# F# Gb Ab B#,1105668,01378,5-20,"(0, 2, 2, 2, 2, 0, 0)",2,1,1,2,3,1
222201,Db C# B# E# F# Gb An,C# Db E# F# Gb An B#,1105669,01478,5-22,"(0, 2, 2, 2, 2, 0, 1)",2,0,2,3,2,1
222202,Db C# B# E# F# Gb A#,C# Db E# F# Gb A# B#,110566A,01378,5-20,"(0, 2, 2, 2, 2, 0, 2)",2,1,1,2,3,1
222210,Db C# B# E# F# Gn Ab,C# Db E# F# Gn Ab B#,1105678,012378,6-38,"(0, 2, 2, 2, 2, 1, 0)",4,2,1,2,4,2
222211,Db C# B# E# F# Gn An,C# Db E# F# Gn An B#,1105679,012478,6-17,"(0, 2, 2, 2, 2, 1, 1)",3,2,2,3,3,2
222212,Db C# B# E# F# Gn A#,C# Db E# F# Gn A# B#,110567A,012578,6-18,"(0, 2, 2, 2, 2, 1, 2)",3,2,2,2,4,2
222220,Db C# B# E# F# G# Ab,C# Db E# F# G# Ab B#,1105688,01378,5-20,"(0, 2, 2, 2, 2, 2, 0)",2,1,1,2,3,1
222221,Db C# B# E# F# G# An,C# Db E# F# G# An B#,1105689,013478,6-19,"(0, 2, 2, 2, 2, 2, 1)",3,1,3,4,3,1
222222,Db C# B# E# F# G# A#,C# Db E# F# G# A# B#,110568A,013578,6-26,"(0, 2, 2, 2, 2, 2, 2)",2,3,2,3,4,1
1000000,Dn Cb Bb Eb Fb Gb Ab,Cb Dn Eb Fb Gb Ab Bb,2BA3468,0124689,7-30,"(1, 0, 0, 0, 0, 0, 0)",3,4,3,5,4,2
1000001,Dn Cb Bb Eb Fb Gb An,Cb Dn Eb Fb Gb An Bb,2BA3469,0124789,7-20,"(1, 0, 0, 0, 0, 0, 1)",4,3,3,4,5,2
1000002,Dn Cb Bb Eb Fb Gb A#,Cb Dn Eb Fb Gb A# Bb,2BA346A,014568,6-16,"(1, 0, 0, 0, 0, 0, 2)",3,2,2,4,3,1
1000010,Dn Cb Bb Eb Fb Gn Ab,Cb Dn Eb Fb Gn Ab Bb,2BA3478,0125689,7-22,"(1, 0, 0, 0, 0, 1, 0)",4,2,4,5,4,2
1000011,Dn Cb Bb Eb Fb Gn An,Cb Dn Eb Fb Gn An Bb,2BA3479,0124789,7-20,"(1, 0, 0, 0, 0, 1, 1)",4,3,3,4,5,2
1000012,Dn Cb Bb Eb Fb Gn A#,Cb Dn Eb Fb Gn A# Bb,2BA347A,012569,6-44,"(1, 0, 0, 0, 0, 1, 2)",3,1,3,4,3,1
1000020,Dn Cb Bb Eb Fb G# Ab,Cb Dn Eb Fb G# Ab Bb,2BA3488,012568,6-43,"(1, 0, 0, 0, 0, 2, 0)",3,2,2,3,3,2
1000021,Dn Cb Bb Eb Fb G# An,Cb Dn Eb Fb G# An Bb,2BA3489,0123678,7-7,"(1, 0, 0, 0, 0, 2, 1)",5,3,2,3,5,3
1000022,Dn Cb Bb Eb Fb G# A#,Cb Dn Eb Fb G# A# Bb,2BA348A,012568,6-43,"(1, 0, 0, 0, 0, 2, 2)",3,2,2,3,3,2
1000100,Dn Cb Bb Eb Fn Gb Ab,Cb Dn Eb Fn Gb Ab Bb,2BA3568,0134689,7-32,"(1, 0, 0, 0, 1, 0, 0)",3,3,5,4,4,2
1000101,Dn Cb Bb Eb Fn Gb An,Cb Dn Eb Fn Gb An Bb,2BA3569,0125689,7-22,"(1, 0, 0, 0, 1, 0, 1)",4,2,4,5,4,2
1000102,Dn Cb Bb Eb Fn Gb A#,Cb Dn Eb Fn Gb A# Bb,2BA356A,013478,6-19,"(1, 0, 0, 0, 1, 0, 2)",3,1,3,4,3,1
1000110,Dn Cb Bb Eb Fn Gn Ab,Cb Dn Eb Fn Gn Ab Bb,2BA3578,0134689,7-32,"(1, 0, 0, 0, 1, 1, 0)",3,3,5,4,4,2
1000111,Dn Cb Bb Eb Fn Gn An,Cb Dn Eb Fn Gn An Bb,2BA3579,0124689,7-30,"(1, 0, 0, 0, 1, 1, 1)",3,4,3,5,4,2
1000112,Dn Cb Bb Eb Fn Gn A#,Cb Dn Eb Fn Gn A# Bb,2BA357A,013589,6-31,"(1, 0, 0, 0, 1, 1, 2)",2,2,3,4,3,1
1000120,Dn Cb Bb Eb Fn G# Ab,Cb Dn Eb Fn G# Ab Bb,2BA3588,013689,6-29,"(1, 0, 0, 0, 1, 2, 0)",2,2,4,2,3,2
1000121,Dn Cb Bb Eb Fn G# An,Cb Dn Eb Fn G# An Bb,2BA3589,0123679,7-19,"(1, 0, 0, 0, 1, 2, 1)",4,3,4,3,4,3
1000122,Dn Cb Bb Eb Fn G# A#,Cb Dn Eb Fn G# A# Bb,2BA358A,013689,6-29,"(1, 0, 0, 0, 1, 2, 2)",2,2,4,2,3,2
1000200,Dn Cb Bb Eb F# Gb Ab,Cb Dn Eb F# Gb Ab Bb,2BA3668,013589,6-31,"(1, 0, 0, 0, 2, 0, 0)",2,2,3,4,3,1
1000201,Dn Cb Bb Eb F# Gb An,Cb Dn Eb F# Gb An Bb,2BA3669,012569,6-44,"(1, 0, 0, 0, 2, 0, 1)",3,1,3,4,3,1
1000202,Dn Cb Bb Eb F# Gb A#,Cb Dn Eb F# Gb A# Bb,2BA366A,01458,5-21,"(1, 0, 0, 0, 2, 0, 2)",2,0,2,4,2,0
1000210,Dn Cb Bb Eb F# Gn Ab,Cb Dn Eb F# Gn Ab Bb,2BA3678,0124589,7-21,"(1, 0, 0, 0, 2, 1, 0)",4,2,4,6,4,1
1000211,Dn Cb Bb Eb F# Gn An,Cb Dn Eb F# Gn An Bb,2BA3679,0124589,7-21,"(1, 0, 0, 0, 2, 1, 1)",4,2,4,6,4,1
1000212,Dn Cb Bb Eb F# Gn A#,Cb Dn Eb F# Gn A# Bb,2BA367A,014589,6-20,"(1, 0, 0, 0, 2, 1, 2)",3,0,3,6,3,0
1000220,Dn Cb Bb Eb F# G# Ab,Cb Dn Eb F# G# Ab Bb,2BA3688,013589,6-31,"(1, 0, 0, 0, 2, 2, 0)",2,2,3,4,3,1
1000221,Dn Cb Bb Eb F# G# An,Cb Dn Eb F# G# An Bb,2BA3689,0123589,7-18,"(1, 0, 0, 0, 2, 2, 1)",4,3,4,4,4,2
1000222,Dn Cb Bb Eb F# G# A#,Cb Dn Eb F# G# A# Bb,2BA368A,013589,6-31,"(1, 0, 0, 0, 2, 2, 2)",2,2,3,4,3,1
1001000,Dn Cb Bb En Fb Gb Ab,Cb Dn En Fb Gb Ab Bb,2BA4468,013579,6-34,"(1, 0, 0, 1, 0, 0, 0)",1,4,2,4,2,2
1001001,Dn Cb Bb En Fb Gb An,Cb Dn En Fb Gb An Bb,2BA4469,012579,6-48,"(1, 0, 0, 1, 0, 0, 1)",2,3,2,3,4,1
1001002,Dn Cb Bb En Fb Gb A#,Cb Dn En Fb Gb A# Bb,2BA446A,01468,5-30,"(1, 0, 0, 1, 0, 0, 2)",1,2,1,3,2,1
1001010,Dn Cb Bb En Fb Gn Ab,Cb Dn En Fb Gn Ab Bb,2BA4478,013479,6-49,"(1, 0, 0, 1, 0, 1, 0)",2,2,4,3,2,2
1001011,Dn Cb Bb En Fb Gn An,Cb Dn En Fb Gn An Bb,2BA4479,012479,6-47,"(1, 0, 0, 1, 0, 1, 1)",2,3,3,2,4,1
1001012,Dn Cb Bb En Fb Gn A#,Cb Dn En Fb Gn A# Bb,2BA447A,01469,5-32,"(1, 0, 0, 1, 0, 1, 2)",1,1,3,2,2,1
1001020,Dn Cb Bb En Fb G# Ab,Cb Dn En Fb G# Ab Bb,2BA4488,02368,5-28,"(1, 0, 0, 1, 0, 2, 0)",1,2,2,2,1,2
1001021,Dn Cb Bb En Fb G# An,Cb Dn En Fb G# An Bb,2BA4489,012368,6-41,"(1, 0, 0, 1, 0, 2, 1)",3,3,2,2,3,2
1001022,Dn Cb Bb En Fb G# A#,Cb Dn En Fb G# A# Bb,2BA448A,02368,5-28,"(1, 0, 0, 1, 0, 2, 2)",1,2,2,2,1,2
1001100,Dn Cb Bb En Fn Gb Ab,Cb Dn En Fn Gb Ab Bb,2BA4568,0135679,7-28,"(1, 0, 0, 1, 1, 0, 0)",3,4,4,4,3,3
1001101,Dn Cb Bb En Fn Gb An,Cb Dn En Fn Gb An Bb,2BA4569,0124789,7-20,"(1, 0, 0, 1, 1, 0, 1)",4,3,3,4,5,2
1001102,Dn Cb Bb En Fn Gb A#,Cb Dn En Fn Gb A# Bb,2BA456A,012478,6-17,"(1, 0, 0, 1, 1, 0, 2)",3,2,2,3,3,2
1001110,Dn Cb Bb En Fn Gn Ab,Cb Dn En Fn Gn Ab Bb,2BA4578,0134679,7-31,"(1, 0, 0, 1, 1, 1, 0)",3,3,6,3,3,3
1001111,Dn Cb Bb En Fn Gn An,Cb Dn En Fn Gn An Bb,2BA4579,0124679,7-29,"(1, 0, 0, 1, 1, 1, 1)",3,4,4,3,5,2
1001112,Dn Cb Bb En Fn Gn A#,Cb Dn En Fn Gn A# Bb,2BA457A,014679,6-50,"(1, 0, 0, 1, 1, 1, 2)",2,2,4,2,3,2
1001120,Dn Cb Bb En Fn G# Ab,Cb Dn En Fn G# Ab Bb,2BA4588,013679,6-30,"(1, 0, 0, 1, 1, 2, 0)",2,2,4,2,2,3
1001121,Dn Cb Bb En Fn G# An,Cb Dn En Fn G# An Bb,2BA4589,0123679,7-19,"(1, 0, 0, 1, 1, 2, 1)",4,3,4,3,4,3
1001122,Dn Cb Bb En Fn G# A#,Cb Dn En Fn G# A# Bb,2BA458A,013679,6-30,"(1, 0, 0, 1, 1, 2, 2)",2,2,4,2,2,3
1001200,Dn Cb Bb En F# Gb Ab,Cb Dn En F# Gb Ab Bb,2BA4668,013579,6-34,"(1, 0, 0, 1, 2, 0, 0)",1,4,2,4,2,2
1001201,Dn Cb Bb En F# Gb An,Cb Dn En F# Gb An Bb,2BA4669,012579,6-48,"(1, 0, 0, 1, 2, 0, 1)",2,3,2,3,4,1
1001202,Dn Cb Bb En F# Gb A#,Cb Dn En F# Gb A# Bb,2BA466A,01468,5-30,"(1, 0, 0, 1, 2, 0, 2)",1,2,1,3,2,1
1001210,Dn Cb Bb En F# Gn Ab,Cb Dn En F# Gn Ab Bb,2BA4678,0134579,7-26,"(1, 0, 0, 1, 2, 1, 0)",3,4,4,5,3,2
1001211,Dn Cb Bb En F# Gn An,Cb Dn En F# Gn An Bb,2BA4679,0124579,7-27,"(1, 0, 0, 1, 2, 1, 1)",3,4,4,4,5,1
1001212,Dn Cb Bb En F# Gn A#,Cb Dn En F# Gn A# Bb,2BA467A,013589,6-31,"(1, 0, 0, 1, 2, 1, 2)",2,2,3,4,3,1
1001220,Dn Cb Bb En F# G# Ab,Cb Dn En F# G# Ab Bb,2BA4688,013579,6-34,"(1, 0, 0, 1, 2, 2, 0)",1,4,2,4,2,2
1001221,Dn Cb Bb En F# G# An,Cb Dn En F# G# An Bb,2BA4689,0123579,7-24,"(1, 0, 0, 1, 2, 2, 1)",3,5,3,4,4,2
1001222,Dn Cb Bb En F# G# A#,Cb Dn En F# G# A# Bb,2BA468A,013579,6-34,"(1, 0, 0, 1, 2, 2, 2)",1,4,2,4,2,2
1002000,Dn Cb Bb E# Fb Gb Ab,Cb Dn E# Fb Gb Ab Bb,2BA5468,0135679,7-28,"(1, 0, 0, 2, 0, 0, 0)",3,4,4,4,3,3
1002001,Dn Cb Bb E# Fb Gb An,Cb Dn E# Fb Gb An Bb,2BA5469,0124789,7-20,"(1, 0, 0, 2, 0, 0, 1)",4,3,3,4,5,2
1002002,Dn Cb Bb E# Fb Gb A#,Cb Dn E# Fb Gb A# Bb,2BA546A,012478,6-17,"(1, 0, 0, 2, 0, 0, 2)",3,2,2,3,3,2
1002010,Dn Cb Bb E# Fb Gn Ab,Cb Dn E# Fb Gn Ab Bb,2BA5478,0134679,7-31,"(1, 0, 0, 2, 0, 1, 0)",3,3,6,3,3,3
1002011,Dn Cb Bb E# Fb Gn An,Cb Dn E# Fb Gn An Bb,2BA5479,0124679,7-29,"(1, 0, 0, 2, 0, 1, 1)",3,4,4,3,5,2
1002012,Dn Cb Bb E# Fb Gn A#,Cb Dn E# Fb Gn A# Bb,2BA547A,014679,6-50,"(1, 0, 0, 2, 0, 1, 2)",2,2,4,2,3,2
1002020,Dn Cb Bb E# Fb G# Ab,Cb Dn E# Fb G# Ab Bb,2BA5488,013679,6-30,"(1, 0, 0, 2, 0, 2, 0)",2,2,4,2,2,3
1002021,Dn Cb Bb E# Fb G# An,Cb Dn E# Fb G# An Bb,2BA5489,0123679,7-19,"(1, 0, 0, 2, 0, 2, 1)",4,3,4,3,4,3
1002022,Dn Cb Bb E# Fb G# A#,Cb Dn E# Fb G# A# Bb,2BA548A,013679,6-30,"(1, 0, 0, 2, 0, 2, 2)",2,2,4,2,2,3
1002100,Dn Cb Bb E# Fn Gb Ab,Cb Dn E# Fn Gb Ab Bb,2BA5568,013569,6-28,"(1, 0, 0, 2, 1, 0, 0)",2,2,4,3,2,2
1002101,Dn Cb Bb E# Fn Gb An,Cb Dn E# Fn Gb An Bb,2BA5569,012569,6-44,"(1, 0, 0, 2, 1, 0, 1)",3,1,3,4,3,1
1002102,Dn Cb Bb E# Fn Gb A#,Cb Dn E# Fn Gb A# Bb,2BA556A,01478,5-22,"(1, 0, 0, 2, 1, 0, 2)",2,0,2,3,2,1
1002110,Dn Cb Bb E# Fn Gn Ab,Cb Dn E# Fn Gn Ab Bb,2BA5578,013469,6-27,"(1, 0, 0, 2, 1, 1, 0)",2,2,5,2,2,2
1002111,Dn Cb Bb E# Fn Gn An,Cb Dn E# Fn Gn An Bb,2BA5579,012469,6-46,"(1, 0, 0, 2, 1, 1, 1)",2,3,3,3,3,1
1002112,Dn Cb Bb E# Fn Gn A#,Cb Dn E# Fn Gn A# Bb,2BA557A,01469,5-32,"(1, 0, 0, 2, 1, 1, 2)",1,1,3,2,2,1
1002120,Dn Cb Bb E# Fn G# Ab,Cb Dn E# Fn G# Ab Bb,2BA5588,01369,5-31,"(1, 0, 0, 2, 1, 2, 0)",1,1,4,1,1,2
1002121,Dn Cb Bb E# Fn G# An,Cb Dn E# Fn G# An Bb,2BA5589,012369,6-42,"(1, 0, 0, 2, 1, 2, 1)",3,2,4,2,2,2
1002122,Dn Cb Bb E# Fn G# A#,Cb Dn E# Fn G# A# Bb,2BA558A,01369,5-31,"(1, 0, 0, 2, 1, 2, 2)",1,1,4,1,1,2
1002200,Dn Cb Bb E# F# Gb Ab,Cb Dn E# F# Gb Ab Bb,2BA5668,013569,6-28,"(1, 0, 0, 2, 2, 0, 0)",2,2,4,3,2,2
1002201,Dn Cb Bb E# F# Gb An,Cb Dn E# F# Gb An Bb,2BA5669,012569,6-44,"(1, 0, 0, 2, 2, 0, 1)",3,1,3,4,3,1
1002202,Dn Cb Bb E# F# Gb A#,Cb Dn E# F# Gb A# Bb,2BA566A,01478,5-22,"(1, 0, 0, 2, 2, 0, 2)",2,0,2,3,2,1
1002210,Dn Cb Bb E# F# Gn Ab,Cb Dn E# F# Gn Ab Bb,2BA5678,0123569,7-16,"(1, 0, 0, 2, 2, 1, 0)",4,3,5,4,3,2
1002211,Dn Cb Bb E# F# Gn An,Cb Dn E# F# Gn An Bb,2BA5679,0124569,7-17,"(1, 0, 0, 2, 2, 1, 1)",4,3,4,5,4,1
1002212,Dn Cb Bb E# F# Gn A#,Cb Dn E# F# Gn A# Bb,2BA567A,012569,6-44,"(1, 0, 0, 2, 2, 1, 2)",3,1,3,4,3,1
1002220,Dn Cb Bb E# F# G# Ab,Cb Dn E# F# G# Ab Bb,2BA5688,013569,6-28,"(1, 0, 0, 2, 2, 2, 0)",2,2,4,3,2,2
1002221,Dn Cb Bb E# F# G# An,Cb Dn E# F# G# An Bb,2BA5689,0123569,7-16,"(1, 0, 0, 2, 2, 2, 1)",4,3,5,4,3,2
1002222,Dn Cb Bb E# F# G# A#,Cb Dn E# F# G# A# Bb,2BA568A,013569,6-28,"(1, 0, 0, 2, 2, 2, 2)",2,2,4,3,2,2
1010000,Dn Cb Bn Eb Fb Gb Ab,Cb Dn Eb Fb Gb Ab Bn,2BB3468,012469,6-46,"(1, 0, 1, 0, 0, 0, 0)",2,3,3,3,3,1
1010001,Dn Cb Bn Eb Fb Gb An,Cb Dn Eb Fb Gb An Bn,2BB3469,012479,6-47,"(1, 0, 1, 0, 0, 0, 1)",2,3,3,2,4,1
1010002,Dn Cb Bn Eb Fb Gb A#,Cb Dn Eb Fb Gb A# Bn,2BB346A,014568,6-16,"(1, 0, 1, 0, 0, 0, 2)",3,2,2,4,3,1
1010010,Dn Cb Bn Eb Fb Gn Ab,Cb Dn Eb Fb Gn Ab Bn,2BB3478,012569,6-44,"(1, 0, 1, 0, 0, 1, 0)",3,1,3,4,3,1
1010011,Dn Cb Bn Eb Fb Gn An,Cb Dn Eb Fb Gn An Bn,2BB3479,012579,6-48,"(1, 0, 1, 0, 0, 1, 1)",2,3,2,3,4,1
1010012,Dn Cb Bn Eb Fb Gn A#,Cb Dn Eb Fb Gn A# Bn,2BB347A,012569,6-44,"(1, 0, 1, 0, 0, 1, 2)",3,1,3,4,3,1
1010020,Dn Cb Bn Eb Fb G# Ab,Cb Dn Eb Fb G# Ab Bn,2BB3488,01258,5-38,"(1, 0, 1, 0, 0, 2, 0)",2,1,2,2,2,1
1010021,Dn Cb Bn Eb Fb G# An,Cb Dn Eb Fb G# An Bn,2BB3489,012578,6-18,"(1, 0, 1, 0, 0, 2, 1)",3,2,2,2,4,2
1010022,Dn Cb Bn Eb Fb G# A#,Cb Dn Eb Fb G# A# Bn,2BB348A,012568,6-43,"(1, 0, 1, 0, 0, 2, 2)",3,2,2,3,3,2
1010100,Dn Cb Bn Eb Fn Gb Ab,Cb Dn Eb Fn Gb Ab Bn,2BB3568,013469,6-27,"(1, 0, 1, 0, 1, 0, 0)",2,2,5,2,2,2
1010101,Dn Cb Bn Eb Fn Gb An,Cb Dn Eb Fn Gb An Bn,2BB3569,013479,6-49,"(1, 0, 1, 0, 1, 0, 1)",2,2,4,3,2,2
1010102,Dn Cb Bn Eb Fn Gb A#,Cb Dn Eb Fn Gb A# Bn,2BB356A,013478,6-19,"(1, 0, 1, 0, 1, 0, 2)",3,1,3,4,3,1
1010110,Dn Cb Bn Eb Fn Gn Ab,Cb Dn Eb Fn Gn Ab Bn,2BB3578,013569,6-28,"(1, 0, 1, 0, 1, 1, 0)",2,2,4,3,2,2
1010111,Dn Cb Bn Eb Fn Gn An,Cb Dn Eb Fn Gn An Bn,2BB3579,013579,6-34,"(1, 0, 1, 0, 1, 1, 1)",1,4,2,4,2,2
1010112,Dn Cb Bn Eb Fn Gn A#,Cb Dn Eb Fn Gn A# Bn,2BB357A,013589,6-31,"(1, 0, 1, 0, 1, 1, 2)",2,2,3,4,3,1
1010120,Dn Cb Bn Eb Fn G# Ab,Cb Dn Eb Fn G# Ab Bn,2BB3588,01369,5-31,"(1, 0, 1, 0, 1, 2, 0)",1,1,4,1,1,2
1010121,Dn Cb Bn Eb Fn G# An,Cb Dn Eb Fn G# An Bn,2BB3589,013679,6-30,"(1, 0, 1, 0, 1, 2, 1)",2,2,4,2,2,3
1010122,Dn Cb Bn Eb Fn G# A#,Cb Dn Eb Fn G# A# Bn,2BB358A,013689,6-29,"(1, 0, 1, 0, 1, 2, 2)",2,2,4,2,3,2
1010200,Dn Cb Bn Eb F# Gb Ab,Cb Dn Eb F# Gb Ab Bn,2BB3668,01469,5-32,"(1, 0, 1, 0, 2, 0, 0)",1,1,3,2,2,1
1010201,Dn Cb Bn Eb F# Gb An,Cb Dn Eb F# Gb An Bn,2BB3669,01469,5-32,"(1, 0, 1, 0, 2, 0, 1)",1,1,3,2,2,1
1010202,Dn Cb Bn Eb F# Gb A#,Cb Dn Eb F# Gb A# Bn,2BB366A,01458,5-21,"(1, 0, 1, 0, 2, 0, 2)",2,0,2,4,2,0
1010210,Dn Cb Bn Eb F# Gn Ab,Cb Dn Eb F# Gn Ab Bn,2BB3678,012569,6-44,"(1, 0, 1, 0, 2, 1, 0)",3,1,3,4,3,1
1010211,Dn Cb Bn Eb F# Gn An,Cb Dn Eb F# Gn An Bn,2BB3679,013589,6-31,"(1, 0, 1, 0, 2, 1, 1)",2,2,3,4,3,1
1010212,Dn Cb Bn Eb F# Gn A#,Cb Dn Eb F# Gn A# Bn,2BB367A,014589,6-20,"(1, 0, 1, 0, 2, 1, 2)",3,0,3,6,3,0
